id,iteration_no,run_name,sent_id,error_type,gold_class,pred_class,gold_span,pred_span,eval_cond
2475,second,mt5_train_nodiac,1492,missed,GPE,O,"(15,15)",,diac
2476,second,mt5_train_nodiac,1492,missed,DATETIME,O,"(64,64)",,diac
2477,second,mt5_train_nodiac,1492,missed,DATETIME,O,"(65,65)",,diac
2478,second,mt5_train_nodiac,1492,spurious,O,ORG,,"(0,0)",diac
2479,second,mt5_train_nodiac,1492,spurious,O,ORG,,"(1,15)",diac
2480,second,mt5_train_nodiac,1492,spurious,O,ORG,,"(98,98)",diac
2481,second,mt5_train_nodiac,1497,missed,PERSON,O,"(8,8)",,diac
2482,second,mt5_train_nodiac,1497,missed,PERSON,O,"(9,10)",,diac
2483,second,mt5_train_nodiac,1498,missed,DATETIME,O,"(21,23)",,diac
2484,second,mt5_train_nodiac,1499,wrong_boundary,ORG,ORG,"(71,85)","(71,79)",diac
2485,second,mt5_train_nodiac,1499,missed,DATETIME,O,"(1,1)",,diac
2486,second,mt5_train_nodiac,1499,missed,DATETIME,O,"(2,2)",,diac
2487,second,mt5_train_nodiac,1499,missed,DATETIME,O,"(3,7)",,diac
2488,second,mt5_train_nodiac,1499,spurious,O,PERSON,,"(37,37)",diac
2489,second,mt5_train_nodiac,1499,spurious,O,PERSON,,"(38,38)",diac
2490,second,mt5_train_nodiac,1499,spurious,O,PERSON,,"(39,39)",diac
2491,second,mt5_train_nodiac,1499,spurious,O,PERSON,,"(40,40)",diac
2492,second,mt5_train_nodiac,1499,spurious,O,PERSON,,"(41,41)",diac
2493,second,mt5_train_nodiac,1499,spurious,O,PERSON,,"(42,50)",diac
2494,second,mt5_train_nodiac,1500,wrong_boundary,EVENT,EVENT,"(46,50)","(46,51)",diac
2495,second,mt5_train_nodiac,1500,missed,NUMERIC,O,"(167,167)",,diac
2496,second,mt5_train_nodiac,1500,missed,NUMERIC,O,"(168,169)",,diac
2497,second,mt5_train_nodiac,1502,spurious,O,DATETIME,,"(4,6)",diac
2498,second,mt5_train_nodiac,1503,spurious,O,PERSON,,"(3,3)",diac
2499,second,mt5_train_nodiac,1503,spurious,O,PERSON,,"(4,4)",diac
2500,second,mt5_train_nodiac,1505,wrong_boundary,PERSON,PERSON,"(18,25)","(18,23)",diac
2501,second,mt5_train_nodiac,1505,missed,ORG,O,"(36,42)",,diac
2502,second,mt5_train_nodiac,1507,missed,GPE,O,"(41,41)",,diac
2503,second,mt5_train_nodiac,1507,missed,GPE,O,"(42,42)",,diac
2504,second,mt5_train_nodiac,1507,missed,GPE,O,"(43,43)",,diac
2505,second,mt5_train_nodiac,1507,missed,GPE,O,"(44,44)",,diac
2506,second,mt5_train_nodiac,1507,missed,GPE,O,"(45,53)",,diac
2507,second,mt5_train_nodiac,1507,spurious,O,ORG,,"(35,35)",diac
2508,second,mt5_train_nodiac,1507,spurious,O,ORG,,"(36,36)",diac
2509,second,mt5_train_nodiac,1507,spurious,O,EVENT,,"(85,85)",diac
2510,second,mt5_train_nodiac,1507,spurious,O,EVENT,,"(86,88)",diac
2511,second,mt5_train_nodiac,1510,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(51,61)","(51,53)",diac
2512,second,mt5_train_nodiac,1510,spurious,O,WORK_OF_ART,,"(19,19)",diac
2513,second,mt5_train_nodiac,1510,spurious,O,WORK_OF_ART,,"(20,28)",diac
2514,second,mt5_train_nodiac,1510,spurious,O,PERSON,,"(54,54)",diac
2515,second,mt5_train_nodiac,1510,spurious,O,PERSON,,"(55,55)",diac
2516,second,mt5_train_nodiac,1513,wrong_boundary,NAT_REL_POL,NAT_REL_POL,"(51,58)","(51,61)",diac
2517,second,mt5_train_nodiac,1513,missed,NAT_REL_POL,O,"(59,61)",,diac
2518,second,mt5_train_nodiac,1515,wrong_type,WORK_OF_ART,PERSON,"(0,0)","(0,0)",
2519,second,mt5_train_nodiac,1515,missed,WORK_OF_ART,O,"(1,17)",,diac
2520,second,mt5_train_nodiac,1515,spurious,O,PERSON,,"(1,2)",diac
2521,second,mt5_train_nodiac,1515,spurious,O,FACILITY,,"(5,5)",diac
2522,second,mt5_train_nodiac,1515,spurious,O,FACILITY,,"(6,6)",diac
2523,second,mt5_train_nodiac,1515,spurious,O,FACILITY,,"(7,7)",diac
2524,second,mt5_train_nodiac,1517,wrong_boundary,PERSON,PERSON,"(42,65)","(42,51)",diac
2525,second,mt5_train_nodiac,1517,spurious,O,PERSON,,"(52,52)",diac
2526,second,mt5_train_nodiac,1517,spurious,O,PERSON,,"(53,65)",diac
2527,second,mt5_train_nodiac,1520,wrong_boundary,NAT_REL_POL,NAT_REL_POL,"(42,43)","(42,46)",diac
2528,second,mt5_train_nodiac,1520,wrong_boundary,PERSON,PERSON,"(57,59)","(57,64)",diac
2529,second,mt5_train_nodiac,1520,missed,NAT_REL_POL,O,"(44,44)",,diac
2530,second,mt5_train_nodiac,1520,missed,NAT_REL_POL,O,"(45,45)",,diac
2531,second,mt5_train_nodiac,1520,missed,NAT_REL_POL,O,"(46,46)",,diac
2532,second,mt5_train_nodiac,1520,missed,PERSON,O,"(60,64)",,diac
2533,second,mt5_train_nodiac,1521,missed,DATETIME,O,"(60,67)",,diac
2534,second,mt5_train_nodiac,1522,missed,EVENT,O,"(0,11)",,diac
2535,second,mt5_train_nodiac,1525,missed,WORK_OF_ART,O,"(21,21)",,diac
2536,second,mt5_train_nodiac,1525,missed,WORK_OF_ART,O,"(22,22)",,diac
2537,second,mt5_train_nodiac,1525,missed,WORK_OF_ART,O,"(23,40)",,diac
2538,second,mt5_train_nodiac,1525,spurious,O,PERSON,,"(32,32)",diac
2539,second,mt5_train_nodiac,1525,spurious,O,PERSON,,"(33,33)",diac
2540,second,mt5_train_nodiac,1532,spurious,O,NAT_REL_POL,,"(45,47)",diac
2541,second,mt5_train_nodiac,1536,wrong_boundary,ORG,ORG,"(9,28)","(9,23)",diac
2542,second,mt5_train_nodiac,1536,spurious,O,GPE,,"(26,28)",diac
2543,second,mt5_train_nodiac,1545,spurious,O,NAT_REL_POL,,"(4,6)",diac
2544,second,mt5_train_nodiac,1545,spurious,O,DATETIME,,"(52,53)",diac
2545,second,mt5_train_nodiac,1546,spurious,O,PERSON,,"(40,40)",diac
2546,second,mt5_train_nodiac,1546,spurious,O,PERSON,,"(41,41)",diac
2547,second,mt5_train_nodiac,1546,spurious,O,PERSON,,"(42,44)",diac
2548,second,mt5_train_nodiac,1547,wrong_boundary,LOC,LOC,"(11,17)","(11,15)",diac
2549,second,mt5_train_nodiac,1547,missed,DATETIME,O,"(27,27)",,diac
2550,second,mt5_train_nodiac,1547,missed,DATETIME,O,"(28,45)",,diac
2551,second,mt5_train_nodiac,1547,spurious,O,GPE,,"(50,54)",diac
2552,second,mt5_train_nodiac,1548,wrong_boundary,PERSON,PERSON,"(64,75)","(64,66)",diac
2553,second,mt5_train_nodiac,1548,spurious,O,PERSON,,"(67,67)",diac
2554,second,mt5_train_nodiac,1548,spurious,O,PERSON,,"(68,68)",diac
2555,second,mt5_train_nodiac,1548,spurious,O,PERSON,,"(69,75)",diac
2556,second,mt5_train_nodiac,1550,missed,PERSON,O,"(80,85)",,diac
2557,second,mt5_train_nodiac,1554,wrong_boundary,DATETIME,DATETIME,"(29,39)","(29,43)",diac
2558,second,mt5_train_nodiac,1554,spurious,O,DATETIME,,"(46,46)",diac
2559,second,mt5_train_nodiac,1554,spurious,O,DATETIME,,"(47,51)",diac
2560,second,mt5_train_nodiac,1555,wrong_type,LOC,GPE,"(26,26)","(26,26)",
2561,second,mt5_train_nodiac,1555,wrong_type,LOC,GPE,"(27,29)","(27,29)",
2562,second,mt5_train_nodiac,1555,missed,PERSON,O,"(12,12)",,diac
2563,second,mt5_train_nodiac,1555,missed,PERSON,O,"(13,13)",,diac
2564,second,mt5_train_nodiac,1555,missed,PERSON,O,"(14,17)",,diac
2565,second,mt5_train_nodiac,1559,wrong_type,PERSON,NAT_REL_POL,"(41,41)","(41,41)",
2566,second,mt5_train_nodiac,1559,missed,PERSON,O,"(42,56)",,diac
2567,second,mt5_train_nodiac,1559,spurious,O,NAT_REL_POL,,"(42,42)",diac
2568,second,mt5_train_nodiac,1564,missed,ORG,O,"(0,4)",,diac
2569,second,mt5_train_nodiac,1564,spurious,O,FACILITY,,"(0,0)",diac
2570,second,mt5_train_nodiac,1565,wrong_type,NAT_REL_POL,PERSON,"(35,39)","(35,39)",
2571,second,mt5_train_nodiac,1565,wrong_type,NAT_REL_POL,PERSON,"(34,34)","(34,34)",
2572,second,mt5_train_nodiac,1565,wrong_type,NAT_REL_POL,PERSON,"(33,33)","(33,33)",
2573,second,mt5_train_nodiac,1565,wrong_boundary,NUMERIC,NUMERIC,"(10,12)","(10,10)",diac
2574,second,mt5_train_nodiac,1565,missed,NAT_REL_POL,O,"(40,40)",,diac
2575,second,mt5_train_nodiac,1565,missed,NAT_REL_POL,O,"(41,47)",,diac
2576,second,mt5_train_nodiac,1565,spurious,O,ORG,,"(56,59)",diac
2577,second,mt5_train_nodiac,1568,wrong_type,FACILITY,ORG,"(3,8)","(3,8)",
2578,second,mt5_train_nodiac,1568,wrong_type,FACILITY,ORG,"(1,1)","(1,1)",
2579,second,mt5_train_nodiac,1568,wrong_type,FACILITY,ORG,"(2,2)","(2,2)",
2580,second,mt5_train_nodiac,1572,wrong_boundary,GPE,GPE,"(110,120)","(110,118)",diac
2581,second,mt5_train_nodiac,1573,wrong_type,DATETIME,QUANTITY,"(55,55)","(55,55)",
2582,second,mt5_train_nodiac,1573,wrong_type,DATETIME,QUANTITY,"(56,56)","(56,56)",
2583,second,mt5_train_nodiac,1576,wrong_boundary,GPE,GPE,"(81,83)","(81,81)",diac
2584,second,mt5_train_nodiac,1577,wrong_boundary,PERSON,PERSON,"(60,63)","(60,60)",diac
2585,second,mt5_train_nodiac,1577,missed,ORG,O,"(9,24)",,diac
2586,second,mt5_train_nodiac,1577,missed,PERSON,O,"(36,36)",,diac
2587,second,mt5_train_nodiac,1577,missed,ORG,O,"(39,39)",,diac
2588,second,mt5_train_nodiac,1577,missed,ORG,O,"(40,48)",,diac
2589,second,mt5_train_nodiac,1577,spurious,O,EVENT,,"(9,30)",diac
2590,second,mt5_train_nodiac,1577,spurious,O,NAT_REL_POL,,"(43,43)",diac
2591,second,mt5_train_nodiac,1577,spurious,O,NAT_REL_POL,,"(44,44)",diac
2592,second,mt5_train_nodiac,1577,spurious,O,PERSON,,"(61,63)",diac
2593,second,mt5_train_nodiac,1578,wrong_boundary,PERSON,PERSON,"(121,126)","(121,123)",diac
2594,second,mt5_train_nodiac,1578,missed,ORG,O,"(43,43)",,diac
2595,second,mt5_train_nodiac,1578,missed,ORG,O,"(44,58)",,diac
2596,second,mt5_train_nodiac,1578,spurious,O,PERSON,,"(124,124)",diac
2597,second,mt5_train_nodiac,1578,spurious,O,PERSON,,"(125,126)",diac
2598,second,mt5_train_nodiac,1579,wrong_boundary,FACILITY,FACILITY,"(2,13)","(2,8)",diac
2599,second,mt5_train_nodiac,1582,spurious,O,ORG,,"(53,56)",diac
2600,second,mt5_train_nodiac,1583,spurious,O,WORK_OF_ART,,"(39,39)",diac
2601,second,mt5_train_nodiac,1583,spurious,O,WORK_OF_ART,,"(40,40)",diac
2602,second,mt5_train_nodiac,1583,spurious,O,WORK_OF_ART,,"(41,41)",diac
2603,second,mt5_train_nodiac,1585,spurious,O,PERSON,,"(12,12)",diac
2604,second,mt5_train_nodiac,1586,missed,PERSON,O,"(14,14)",,diac
2605,second,mt5_train_nodiac,1586,missed,PERSON,O,"(15,21)",,diac
2606,second,mt5_train_nodiac,1586,missed,ORG,O,"(22,22)",,diac
2607,second,mt5_train_nodiac,1586,missed,ORG,O,"(23,23)",,diac
2608,second,mt5_train_nodiac,1587,wrong_boundary,PERSON,PERSON,"(37,51)","(37,42)",diac
2609,second,mt5_train_nodiac,1587,spurious,O,PERSON,,"(59,59)",diac
2610,second,mt5_train_nodiac,1587,spurious,O,PERSON,,"(60,60)",diac
2611,second,mt5_train_nodiac,1588,wrong_type,FACILITY,ORG,"(14,34)","(14,34)",
2612,second,mt5_train_nodiac,1591,wrong_type,PERSON,GPE,"(19,20)","(19,20)",
2613,second,mt5_train_nodiac,1591,wrong_type,PERSON,GPE,"(18,18)","(18,18)",
2614,second,mt5_train_nodiac,1591,wrong_boundary,DATETIME,DATETIME,"(32,34)","(32,33)",diac
2615,second,mt5_train_nodiac,1592,spurious,O,PERSON,,"(43,43)",diac
2616,second,mt5_train_nodiac,1592,spurious,O,PERSON,,"(44,44)",diac
2617,second,mt5_train_nodiac,1592,spurious,O,PERSON,,"(45,45)",diac
2618,second,mt5_train_nodiac,1593,wrong_type,ORDINAL,DATETIME,"(0,0)","(0,0)",
2619,second,mt5_train_nodiac,1593,missed,ORDINAL,O,"(1,14)",,diac
2620,second,mt5_train_nodiac,1593,missed,PERSON,O,"(58,58)",,diac
2621,second,mt5_train_nodiac,1593,missed,PERSON,O,"(59,59)",,diac
2622,second,mt5_train_nodiac,1593,missed,PERSON,O,"(60,62)",,diac
2623,second,mt5_train_nodiac,1593,spurious,O,DATETIME,,"(1,1)",diac
2624,second,mt5_train_nodiac,1593,spurious,O,NAT_REL_POL,,"(6,6)",diac
2625,second,mt5_train_nodiac,1594,wrong_boundary,PERSON,PERSON,"(27,37)","(27,32)",diac
2626,second,mt5_train_nodiac,1596,spurious,O,PERSON,,"(68,68)",diac
2627,second,mt5_train_nodiac,1596,spurious,O,PERSON,,"(69,69)",diac
2628,second,mt5_train_nodiac,1597,spurious,O,PERSON,,"(63,63)",diac
2629,second,mt5_train_nodiac,1597,spurious,O,PERSON,,"(64,65)",diac
2630,second,mt5_train_nodiac,1600,wrong_type,PERSON,ORG,"(6,11)","(6,11)",
2631,second,mt5_train_nodiac,1600,missed,ORG,O,"(44,44)",,diac
2632,second,mt5_train_nodiac,1600,missed,ORG,O,"(45,45)",,diac
2633,second,mt5_train_nodiac,1600,missed,ORG,O,"(46,60)",,diac
2634,second,mt5_train_nodiac,1601,wrong_boundary,LOC,LOC,"(7,36)","(7,17)",diac
2635,second,mt5_train_nodiac,1601,spurious,O,LOC,,"(19,36)",diac
2636,second,mt5_train_nodiac,1604,wrong_boundary,PERSON,PERSON,"(23,28)","(27,27)",diac
2637,second,mt5_train_nodiac,1604,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(61,74)","(61,64)",diac
2638,second,mt5_train_nodiac,1604,wrong_boundary,DATETIME,DATETIME,"(92,99)","(92,97)",diac
2639,second,mt5_train_nodiac,1604,missed,PERSON,O,"(22,22)",,diac
2640,second,mt5_train_nodiac,1604,spurious,O,PERSON,,"(28,28)",diac
2641,second,mt5_train_nodiac,1604,spurious,O,PERSON,,"(157,162)",diac
2642,second,mt5_train_nodiac,1605,wrong_boundary,GPE,GPE,"(25,27)","(23,27)",diac
2643,second,mt5_train_nodiac,1605,missed,GPE,O,"(14,14)",,diac
2644,second,mt5_train_nodiac,1605,missed,GPE,O,"(15,18)",,diac
2645,second,mt5_train_nodiac,1605,spurious,O,GPE,,"(22,22)",diac
2646,second,mt5_train_nodiac,1605,spurious,O,FACILITY,,"(89,90)",diac
2647,second,mt5_train_nodiac,1606,wrong_boundary,ORG,ORG,"(36,50)","(36,39)",diac
2648,second,mt5_train_nodiac,1606,spurious,O,PERSON,,"(41,41)",diac
2649,second,mt5_train_nodiac,1606,spurious,O,PERSON,,"(42,45)",diac
2650,second,mt5_train_nodiac,1606,spurious,O,ORG,,"(48,48)",diac
2651,second,mt5_train_nodiac,1608,missed,PERSON,O,"(0,0)",,diac
2652,second,mt5_train_nodiac,1608,missed,PERSON,O,"(1,4)",,diac
2653,second,mt5_train_nodiac,1610,spurious,O,PERSON,,"(25,25)",diac
2654,second,mt5_train_nodiac,1610,spurious,O,PERSON,,"(26,28)",diac
2655,second,mt5_train_nodiac,1610,spurious,O,NAT_REL_POL,,"(59,59)",diac
2656,second,mt5_train_nodiac,1610,spurious,O,NAT_REL_POL,,"(60,61)",diac
2657,second,mt5_train_nodiac,1611,wrong_boundary,QUANTITY,QUANTITY,"(53,58)","(53,56)",diac
2658,second,mt5_train_nodiac,1611,spurious,O,NAT_REL_POL,,"(33,33)",diac
2659,second,mt5_train_nodiac,1611,spurious,O,NAT_REL_POL,,"(34,34)",diac
2660,second,mt5_train_nodiac,1612,wrong_boundary,LOC,LOC,"(54,71)","(54,63)",diac
2661,second,mt5_train_nodiac,1612,wrong_boundary,GPE,GPE,"(76,83)","(76,76)",diac
2662,second,mt5_train_nodiac,1612,missed,GPE,O,"(101,109)",,diac
2663,second,mt5_train_nodiac,1612,spurious,O,LOC,,"(64,64)",diac
2664,second,mt5_train_nodiac,1612,spurious,O,LOC,,"(65,65)",diac
2665,second,mt5_train_nodiac,1612,spurious,O,LOC,,"(66,71)",diac
2666,second,mt5_train_nodiac,1612,spurious,O,LOC,,"(101,107)",diac
2667,second,mt5_train_nodiac,1614,wrong_type,LOC,GPE,"(14,14)","(14,14)",
2668,second,mt5_train_nodiac,1614,wrong_type,LOC,GPE,"(13,13)","(13,13)",
2669,second,mt5_train_nodiac,1615,missed,LOC,O,"(87,96)",,diac
2670,second,mt5_train_nodiac,1615,spurious,O,NUMERIC,,"(59,59)",diac
2671,second,mt5_train_nodiac,1615,spurious,O,NUMERIC,,"(60,60)",diac
2672,second,mt5_train_nodiac,1618,wrong_type,PERIOD,DATETIME,"(1,1)","(1,1)",
2673,second,mt5_train_nodiac,1618,wrong_boundary,PERIOD,PERIOD,"(2,9)","(6,6)",diac
2674,second,mt5_train_nodiac,1618,wrong_boundary,PERIOD,PERIOD,"(17,27)","(17,22)",diac
2675,second,mt5_train_nodiac,1618,wrong_boundary,PERSON,PERSON,"(55,57)","(55,55)",diac
2676,second,mt5_train_nodiac,1618,spurious,O,DATETIME,,"(2,3)",diac
2677,second,mt5_train_nodiac,1618,spurious,O,PERIOD,,"(7,9)",diac
2678,second,mt5_train_nodiac,1619,missed,EVENT,O,"(55,55)",,diac
2679,second,mt5_train_nodiac,1619,missed,EVENT,O,"(56,70)",,diac
2680,second,mt5_train_nodiac,1620,wrong_boundary,PERSON,PERSON,"(22,39)","(22,23)",diac
2681,second,mt5_train_nodiac,1620,missed,WORK_OF_ART,O,"(78,78)",,diac
2682,second,mt5_train_nodiac,1620,missed,WORK_OF_ART,O,"(79,90)",,diac
2683,second,mt5_train_nodiac,1620,spurious,O,PERSON,,"(28,39)",diac
2684,second,mt5_train_nodiac,1622,wrong_type,PERSON,FACILITY,"(0,0)","(0,0)",
2685,second,mt5_train_nodiac,1622,wrong_type,PERSON,FACILITY,"(1,1)","(1,1)",
2686,second,mt5_train_nodiac,1622,missed,PERSON,O,"(2,5)",,diac
2687,second,mt5_train_nodiac,1622,spurious,O,FACILITY,,"(2,2)",diac
2688,second,mt5_train_nodiac,1626,spurious,O,ORG,,"(60,60)",diac
2689,second,mt5_train_nodiac,1626,spurious,O,ORG,,"(61,62)",diac
2690,second,mt5_train_nodiac,1628,missed,LOC,O,"(0,0)",,diac
2691,second,mt5_train_nodiac,1628,missed,LOC,O,"(1,3)",,diac
2692,second,mt5_train_nodiac,1630,wrong_boundary,ORG,ORG,"(87,110)","(87,98)",diac
2693,second,mt5_train_nodiac,1630,wrong_boundary,EVENT,EVENT,"(117,129)","(117,117)",diac
2694,second,mt5_train_nodiac,1630,missed,GPE,O,"(1,1)",,diac
2695,second,mt5_train_nodiac,1630,missed,GPE,O,"(2,4)",,diac
2696,second,mt5_train_nodiac,1630,missed,EVENT,O,"(136,136)",,diac
2697,second,mt5_train_nodiac,1630,missed,EVENT,O,"(137,160)",,diac
2698,second,mt5_train_nodiac,1630,spurious,O,ORG,,"(102,102)",diac
2699,second,mt5_train_nodiac,1630,spurious,O,ORG,,"(103,110)",diac
2700,second,mt5_train_nodiac,1630,spurious,O,EVENT,,"(118,129)",diac
2701,second,mt5_train_nodiac,1637,wrong_type,GPE,ORG,"(83,85)","(83,85)",
2702,second,mt5_train_nodiac,1637,wrong_boundary,DATETIME,DATETIME,"(2,7)","(2,3)",diac
2703,second,mt5_train_nodiac,1637,wrong_boundary,GPE,GPE,"(13,22)","(13,13)",diac
2704,second,mt5_train_nodiac,1637,spurious,O,DATETIME,,"(5,7)",diac
2705,second,mt5_train_nodiac,1637,spurious,O,LOC,,"(14,14)",diac
2706,second,mt5_train_nodiac,1637,spurious,O,LOC,,"(15,15)",diac
2707,second,mt5_train_nodiac,1637,spurious,O,LOC,,"(16,16)",diac
2708,second,mt5_train_nodiac,1637,spurious,O,LOC,,"(17,17)",diac
2709,second,mt5_train_nodiac,1638,missed,EVENT,O,"(71,108)",,diac
2710,second,mt5_train_nodiac,1640,wrong_boundary,PERSON,PERSON,"(2,14)","(2,9)",diac
2711,second,mt5_train_nodiac,1643,wrong_boundary,LANGUAGE,LANGUAGE,"(93,107)","(103,107)",diac
2712,second,mt5_train_nodiac,1646,wrong_type,WORK_OF_ART,LOC,"(53,55)","(53,55)",
2713,second,mt5_train_nodiac,1647,wrong_type,FACILITY,GPE,"(48,50)","(48,50)",
2714,second,mt5_train_nodiac,1647,wrong_type,FACILITY,GPE,"(47,47)","(47,47)",
2715,second,mt5_train_nodiac,1648,wrong_boundary,PERIOD,PERIOD,"(1,16)","(2,2)",diac
2716,second,mt5_train_nodiac,1648,missed,PERIOD,O,"(0,0)",,diac
2717,second,mt5_train_nodiac,1648,spurious,O,PERIOD,,"(3,16)",diac
2718,second,mt5_train_nodiac,1649,wrong_type,GPE,ORG,"(8,8)","(8,8)",
2719,second,mt5_train_nodiac,1649,wrong_boundary,PERSON,PERSON,"(48,57)","(48,51)",diac
2720,second,mt5_train_nodiac,1649,missed,GPE,O,"(9,10)",,diac
2721,second,mt5_train_nodiac,1649,missed,PERSON,O,"(39,39)",,diac
2722,second,mt5_train_nodiac,1649,missed,PERSON,O,"(40,43)",,diac
2723,second,mt5_train_nodiac,1649,spurious,O,ORG,,"(9,9)",diac
2724,second,mt5_train_nodiac,1649,spurious,O,PERSON,,"(52,57)",diac
2725,second,mt5_train_nodiac,1650,wrong_type,LANGUAGE,NAT_REL_POL,"(1,1)","(1,1)",
2726,second,mt5_train_nodiac,1650,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(20,33)","(20,31)",diac
2727,second,mt5_train_nodiac,1650,missed,LANGUAGE,O,"(2,7)",,diac
2728,second,mt5_train_nodiac,1650,spurious,O,NAT_REL_POL,,"(2,2)",diac
2729,second,mt5_train_nodiac,1650,spurious,O,PERSON,,"(10,10)",diac
2730,second,mt5_train_nodiac,1650,spurious,O,PERSON,,"(11,11)",diac
2731,second,mt5_train_nodiac,1652,missed,DATETIME,O,"(41,41)",,diac
2732,second,mt5_train_nodiac,1652,missed,DATETIME,O,"(42,55)",,diac
2733,second,mt5_train_nodiac,1653,wrong_boundary,FACILITY,FACILITY,"(16,30)","(16,28)",diac
2734,second,mt5_train_nodiac,1655,spurious,O,NAT_REL_POL,,"(36,36)",diac
2735,second,mt5_train_nodiac,1655,spurious,O,NAT_REL_POL,,"(37,37)",diac
2736,second,mt5_train_nodiac,1656,wrong_boundary,LOC,LOC,"(81,98)","(81,91)",diac
2737,second,mt5_train_nodiac,1657,wrong_boundary,ORG,ORG,"(45,55)","(45,53)",diac
2738,second,mt5_train_nodiac,1657,spurious,O,WORK_OF_ART,,"(0,0)",diac
2739,second,mt5_train_nodiac,1657,spurious,O,WORK_OF_ART,,"(1,9)",diac
2740,second,mt5_train_nodiac,1659,wrong_boundary,DATETIME,DATETIME,"(75,103)","(75,98)",diac
2741,second,mt5_train_nodiac,1659,wrong_boundary,PERSON,PERSON,"(225,231)","(225,229)",diac
2742,second,mt5_train_nodiac,1659,spurious,O,DATETIME,,"(2,2)",diac
2743,second,mt5_train_nodiac,1659,spurious,O,DATETIME,,"(3,4)",diac
2744,second,mt5_train_nodiac,1659,spurious,O,DATETIME,,"(99,99)",diac
2745,second,mt5_train_nodiac,1659,spurious,O,DATETIME,,"(100,103)",diac
2746,second,mt5_train_nodiac,1659,spurious,O,PERSON,,"(126,126)",diac
2747,second,mt5_train_nodiac,1659,spurious,O,PERSON,,"(127,129)",diac
2748,second,mt5_train_nodiac,1660,wrong_boundary,LOC,LOC,"(57,72)","(57,69)",diac
2749,second,mt5_train_nodiac,1661,wrong_boundary,NUMERIC,NUMERIC,"(36,38)","(36,36)",diac
2750,second,mt5_train_nodiac,1661,wrong_boundary,WORK_OF_ART,WORK_OF_ART,"(51,56)","(51,51)",diac
2751,second,mt5_train_nodiac,1661,spurious,O,GPE,,"(53,53)",diac
2752,second,mt5_train_nodiac,1661,spurious,O,GPE,,"(54,56)",diac
2753,second,mt5_train_nodiac,1661,spurious,O,PERSON,,"(171,171)",diac
2754,second,mt5_train_nodiac,1661,spurious,O,PERSON,,"(172,177)",diac
2755,second,mt5_train_nodiac,1662,wrong_type,PERSON,ORG,"(31,36)","(31,36)",
2756,second,mt5_train_nodiac,1662,missed,GPE,O,"(54,54)",,diac
2757,second,mt5_train_nodiac,1662,missed,GPE,O,"(55,59)",,diac
2758,second,mt5_train_nodiac,1662,spurious,O,ORG,,"(43,43)",diac
2759,second,mt5_train_nodiac,1662,spurious,O,ORG,,"(44,59)",diac
2760,second,mt5_train_nodiac,1666,wrong_boundary,DATETIME,DATETIME,"(46,48)","(46,46)",diac
2761,second,mt5_train_nodiac,1666,wrong_boundary,ORG,ORG,"(53,80)","(74,80)",diac
2762,second,mt5_train_nodiac,1666,missed,ORG,O,"(51,51)",,diac
2763,second,mt5_train_nodiac,1666,missed,ORG,O,"(52,52)",,diac
2764,second,mt5_train_nodiac,1666,missed,GPE,O,"(82,91)",,diac
2765,second,mt5_train_nodiac,1668,missed,PERSON,O,"(36,36)",,diac
2766,second,mt5_train_nodiac,1668,missed,PERSON,O,"(37,37)",,diac
2767,second,mt5_train_nodiac,1668,missed,PERSON,O,"(38,39)",,diac
2768,second,mt5_train_nodiac,1674,wrong_boundary,ORG,ORG,"(0,13)","(0,7)",diac
2769,second,mt5_train_nodiac,1675,wrong_boundary,ORG,ORG,"(1,15)","(1,11)",diac
2770,second,mt5_train_nodiac,1676,missed,LANGUAGE,O,"(8,8)",,diac
2771,second,mt5_train_nodiac,1676,missed,LANGUAGE,O,"(9,10)",,diac
2772,second,mt5_train_nodiac,1676,missed,WORK_OF_ART,O,"(13,13)",,diac
2773,second,mt5_train_nodiac,1676,missed,WORK_OF_ART,O,"(14,14)",,diac
2774,second,mt5_train_nodiac,1676,missed,WORK_OF_ART,O,"(15,31)",,diac
2775,second,mt5_train_nodiac,1676,spurious,O,NAT_REL_POL,,"(26,26)",diac
2776,second,mt5_train_nodiac,1676,spurious,O,NAT_REL_POL,,"(27,29)",diac
2777,second,mt5_train_nodiac,1677,wrong_boundary,NAT_REL_POL,NAT_REL_POL,"(55,61)","(55,55)",diac
2778,second,mt5_train_nodiac,1677,missed,PERSON,O,"(47,47)",,diac
2779,second,mt5_train_nodiac,1677,missed,PERSON,O,"(48,48)",,diac
2780,second,mt5_train_nodiac,1677,missed,PERSON,O,"(49,52)",,diac
2781,second,mt5_train_nodiac,1678,wrong_boundary,NAT_REL_POL,NAT_REL_POL,"(3,5)","(3,3)",diac
2782,second,mt5_train_nodiac,1678,missed,PERSON,O,"(47,47)",,diac
2783,second,mt5_train_nodiac,1678,spurious,O,PERSON,,"(88,88)",diac
2784,second,mt5_train_nodiac,1678,spurious,O,PERSON,,"(89,89)",diac
2785,second,mt5_train_nodiac,1678,spurious,O,PERSON,,"(90,92)",diac
2786,second,mt5_train_nodiac,1679,spurious,O,NAT_REL_POL,,"(52,52)",diac
2787,second,mt5_train_nodiac,1682,missed,ORG,O,"(35,52)",,diac
